REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Nov-19,Canada,2016A000011124,Detergents and soaps (other than personal care),2002=100,17,units,0,v41691076,2.105,106.2,,,,1
Nov-19,Canada,2016A000011124,Laundry detergents and soaps (2013=100),2013=100,25,units,0,v122665885,2.346,106.7,,,,1
Nov-19,Canada,2016A000011124,Detergents and rinse agents for dish washing (2013=100),2013=100,25,units,0,v122665886,2.347,116,,,,1
Nov-19,Canada,2016A000011124,Other household cleaning products,2002=100,17,units,0,v41691077,2.106,139,,,,1
Nov-19,Canada,2016A000011124,Household cleaning and polishing products (2013=100),2013=100,25,units,0,v122665887,2.348,100.1,,,,1
Nov-19,Canada,2016A000011124,Bleach and other household chemical products (2013=100),2013=100,25,units,0,v122665888,2.349,111.7,,,,1
Nov-19,Canada,2016A000011124,Fabric softener (2013=100),2013=100,25,units,0,v122665889,2.35,100.6,,,,1
Nov-19,Canada,2016A000011124,"Paper, plastic and aluminum foil supplies",2002=100,17,units,0,v41691078,2.107,138.7,,,,1
Nov-19,Canada,2016A000011124,Paper supplies,2002=100,17,units,0,v41691079,2.108,142.3,,,,1
Nov-19,Canada,2016A000011124,Household paper supplies (2013=100),2013=100,25,units,0,v122665890,2.351,115.1,,,,1
Nov-19,Canada,2016A000011124,Stationery (2013=100),2013=100,25,units,0,v122665891,2.352,119.6,,,,1
Nov-19,Canada,2016A000011124,Plastic and aluminum foil supplies,2002=100,17,units,0,v41691080,2.109,124.5,,,,1
Nov-19,Canada,2016A000011124,Plastic supplies (2013=100),2013=100,25,units,0,v122665892,2.353,106.4,,,,1
Nov-19,Canada,2016A000011124,Foil supplies (2013=100),2013=100,25,units,0,v122665893,2.354,104.3,,,,1
Nov-19,Canada,2016A000011124,Other household goods and services,2002=100,17,units,0,v41691081,2.11,152.7,,,,1
Nov-19,Canada,2016A000011124,Pet food and supplies,2002=100,17,units,0,v41691082,2.111,153.5,,,,1
Nov-19,Canada,2016A000011124,"Seeds, plants and cut flowers",2002=100,17,units,0,v41691083,2.112,125.8,,,,1
Nov-19,Canada,2016A000011124,Other horticultural goods,2002=100,17,units,0,v41691084,2.113,111.5,,,,1
Nov-19,Canada,2016A000011124,Other household supplies,2002=100,17,units,0,v41691085,2.114,118.2,,,,1
Nov-19,Canada,2016A000011124,Other household services,2002=100,17,units,0,v41691086,2.115,190.5,,,,1
Nov-19,Canada,2016A000011124,Financial services (200212=100),200212=100,16,units,0,v41693229,2.298,148.3,,,,1
Nov-19,Canada,2016A000011124,Household furnishings and equipment,2002=100,17,units,0,v41691087,2.116,97.8,,,,1
Nov-19,Canada,2016A000011124,Furniture and household textiles,2002=100,17,units,0,v41691088,2.117,96.1,,,,1
Nov-19,Canada,2016A000011124,Furniture,2002=100,17,units,0,v41691089,2.118,91.5,,,,1
Nov-19,Canada,2016A000011124,Upholstered furniture,2002=100,17,units,0,v41691090,2.119,94.4,,,,1
Nov-19,Canada,2016A000011124,Wooden furniture,2002=100,17,units,0,v41691091,2.12,96.8,,,,1
Nov-19,Canada,2016A000011124,Other furniture,2002=100,17,units,0,v41691092,2.121,83.3,,,,1
Nov-19,Canada,2016A000011124,Household textiles,2002=100,17,units,0,v41691093,2.122,117.4,,,,1
Nov-19,Canada,2016A000011124,Window coverings,2002=100,17,units,0,v41691094,2.123,137.9,,,,1
Nov-19,Canada,2016A000011124,Bedding and other household textiles,2002=100,17,units,0,v41691095,2.124,107,,,,1
Nov-19,Canada,2016A000011124,Household equipment,2002=100,17,units,0,v41691097,2.126,88,,,,1
Nov-19,Canada,2016A000011124,Household appliances,2002=100,17,units,0,v41691098,2.127,85.8,,,,1
Nov-19,Canada,2016A000011124,Cooking appliances,2002=100,17,units,0,v41691099,2.128,85.8,,,,1
Nov-19,Canada,2016A000011124,Refrigerators and freezers,2002=100,17,units,0,v41691100,2.129,87.1,,,,1
Nov-19,Canada,2016A000011124,Laundry and dishwashing appliances,2002=100,17,units,0,v41691101,2.13,87.2,,,,1
Nov-19,Canada,2016A000011124,Other household appliances,2002=100,17,units,0,v41691102,2.131,85.2,,,,1
Nov-19,Canada,2016A000011124,"Non-electric kitchen utensils, tableware and cookware",2002=100,17,units,0,v41691103,2.132,75.4,,,,1
Nov-19,Canada,2016A000011124,Tools and other household equipment,2002=100,17,units,0,v41691104,2.135,93.4,,,,1
Nov-19,Canada,2016A000011124,"Household tools (including lawn, garden and snow removal equipment)",2002=100,17,units,0,v41691105,2.136,93.5,,,,1
Nov-19,Canada,2016A000011124,Other household equipment,2002=100,17,units,0,v41691106,2.137,93.4,,,,1
Nov-19,Canada,2016A000011124,Services related to household furnishings and equipment,2002=100,17,units,0,v41691107,2.138,192.4,,,,1
Nov-19,Canada,2016A000011124,Clothing and footwear,2002=100,17,units,0,v41691108,2.139,98.5,,,,1
Nov-19,Canada,2016A000011124,Clothing,2002=100,17,units,0,v41691109,2.14,87.6,,,,1
Nov-19,Canada,2016A000011124,Women's clothing,2002=100,17,units,0,v41691110,2.141,83.9,,,,1
Nov-19,Canada,2016A000011124,Men's clothing,2002=100,17,units,0,v41691111,2.148,96.4,,,,1
Nov-19,Canada,2016A000011124,Children's clothing,2002=100,17,units,0,v41691112,2.155,78.3,,,,1
Nov-19,Canada,2016A000011124,Footwear,2002=100,17,units,0,v41691113,2.161,97.2,,,,1
Nov-19,Canada,2016A000011124,Women's footwear (excluding athletic),2002=100,17,units,0,v41691114,2.162,97.3,,,,1
Nov-19,Canada,2016A000011124,Men's footwear (excluding athletic),2002=100,17,units,0,v41691115,2.163,100.1,,,,1
Nov-19,Canada,2016A000011124,Children's footwear (excluding athletic),2002=100,17,units,0,v41691116,2.164,104.5,,,,1
Nov-19,Canada,2016A000011124,Athletic footwear,2002=100,17,units,0,v41691117,2.165,92.8,,,,1
Nov-19,Canada,2016A000011124,"Clothing accessories, watches and jewellery",2002=100,17,units,0,v41691118,2.166,143.5,,,,1
Nov-19,Canada,2016A000011124,Leather clothing accessories,2002=100,17,units,0,v41691119,2.167,104.9,,,,1
Nov-19,Canada,2016A000011124,Other clothing accessories,2002=100,17,units,0,v41691122,2.17,91.3,,,,1
Nov-19,Canada,2016A000011124,Watches,2002=100,17,units,0,v41691120,2.168,112.4,,,,1
Nov-19,Canada,2016A000011124,Jewellery,2002=100,17,units,0,v41691121,2.169,193.8,,,,1
Nov-19,Canada,2016A000011124,"Clothing material, notions and services",2002=100,17,units,0,v41691123,2.171,155.5,,,,1
Nov-19,Canada,2016A000011124,Clothing material and notions,2002=100,17,units,0,v41691124,2.172,127,,,,1
Nov-19,Canada,2016A000011124,Laundry services,2002=100,17,units,0,v41691125,2.173,143.2,,,,1
Nov-19,Canada,2016A000011124,Dry cleaning services,2002=100,17,units,0,v41691126,2.174,170.9,,,,1
Nov-19,Canada,2016A000011124,Other clothing services,2002=100,17,units,0,v41691127,2.175,169,,,,1
Nov-19,Canada,2016A000011124,Transportation,2002=100,17,units,0,v41691128,2.176,141.5,,,,1
Nov-19,Canada,2016A000011124,Private transportation,2002=100,17,units,0,v41691129,2.177,138.8,,,,1
Nov-19,Canada,2016A000011124,"Purchase, leasing and rental of passenger vehicles",2002=100,17,units,0,v41691130,2.178,105.9,,,,1
Nov-19,Canada,2016A000011124,Purchase and leasing of passenger vehicles,2002=100,17,units,0,v41691131,2.179,105.8,,,,1
Nov-19,Canada,2016A000011124,Purchase of passenger vehicles,2002=100,17,units,0,v41691132,2.18,106.7,,,,1
Nov-19,Canada,2016A000011124,Purchase of automobiles (2013=100),2013=100,25,units,0,v122665894,2.358,112.7,,,,1
Nov-19,Canada,2016A000011124,"Purchase of trucks, vans and sport utility vehicles (2013=100)",2013=100,25,units,0,v122665895,2.359,116,,,,1
Nov-19,Canada,2016A000011124,Leasing of passenger vehicles,2002=100,17,units,0,v41691133,2.181,100.5,,,,1
Nov-19,Canada,2016A000011124,Rental of passenger vehicles,2002=100,17,units,0,v41691134,2.182,115.5,,,,1
Nov-19,Canada,2016A000011124,Operation of passenger vehicles,2002=100,17,units,0,v41691135,2.183,168.9,,,,1
Nov-19,Canada,2016A000011124,Gasoline,2002=100,17,units,0,v41691136,2.184,166.7,,,,1
Nov-19,Canada,2016A000011124,"Passenger vehicle parts, maintenance and repairs",2002=100,17,units,0,v41691137,2.185,147.8,,,,1
Nov-19,Canada,2016A000011124,"Passenger vehicle parts, accessories and supplies",2002=100,17,units,0,v41691138,2.186,135.5,,,,1
Nov-19,Canada,2016A000011124,Passenger vehicle maintenance and repair services,2002=100,17,units,0,v41691139,2.187,154.8,,,,1
Nov-19,Canada,2016A000011124,Other passenger vehicle operating expenses,2002=100,17,units,0,v41691140,2.188,184.1,,,,1
Nov-19,Canada,2016A000011124,Passenger vehicle insurance premiums,2002=100,17,units,0,v41691141,2.189,189.4,,,,1
Nov-19,Canada,2016A000011124,Passenger vehicle registration fees,2002=100,17,units,0,v41691142,2.19,138.2,,,,1
Nov-19,Canada,2016A000011124,Drivers' licences,2002=100,17,units,0,v41691143,2.191,171.7,,,,1
Nov-19,Canada,2016A000011124,Parking fees,2002=100,17,units,0,v41691144,2.192,198.6,,,,1
Nov-19,Canada,2016A000011124,All other passenger vehicle operating expenses,2002=100,17,units,0,v41691145,2.193,143.2,,,,1
Nov-19,Canada,2016A000011124,Public transportation,2002=100,17,units,0,v41691146,2.194,164.3,,,,1
Nov-19,Canada,2016A000011124,Local and commuter transportation,2002=100,17,units,0,v41691147,2.195,161.9,,,,1
Nov-19,Canada,2016A000011124,City bus and subway transportation,2002=100,17,units,0,v41691148,2.196,168.1,,,,1
Nov-19,Canada,2016A000011124,Taxi and other local and commuter transportation services,2002=100,17,units,0,v41691149,2.197,146.2,,,,1
Nov-19,Canada,2016A000011124,Inter-city transportation,2002=100,17,units,0,v41691150,2.198,162,,,,1
Nov-19,Canada,2016A000011124,Air transportation,2002=100,17,units,0,v41691151,2.199,161,,,,1
Nov-19,Canada,2016A000011124,"Rail, highway bus and other inter-city transportation",2002=100,17,units,0,v41691152,2.2,144.4,,,,1
Nov-19,Canada,2016A000011124,Health and personal care,2002=100,17,units,0,v41691153,2.201,128,,,,1
Nov-19,Canada,2016A000011124,Health care,2002=100,17,units,0,v41691154,2.202,130.6,,,,1
Nov-19,Canada,2016A000011124,Health care goods,2002=100,17,units,0,v41713463,2.31,105.9,,,,1
Nov-19,Canada,2016A000011124,Medicinal and pharmaceutical products,2002=100,17,units,0,v41691156,2.204,101.5,,,,1
Nov-19,Canada,2016A000011124,Prescribed medicines (excluding medicinal cannabis),2002=100,17,units,0,v41691157,2.205,87,,,,1
Nov-19,Canada,2016A000011124,Medicinal cannabis,201812=100,388,units,0,v1043024071,2.366,93.5,,,,1
Nov-19,Canada,2016A000011124,Non-prescribed medicines,2002=100,17,units,0,v41691158,2.206,128.7,,,,1
Nov-19,Canada,2016A000011124,Eye care goods,2002=100,17,units,0,v41713381,2.209,116.1,,,,1
Nov-19,Canada,2016A000011124,Prescription eyeglasses (2013=100),2013=100,25,units,0,v122665896,2.36,105,,,,1
Nov-19,Canada,2016A000011124,Contact lenses (2013=100),2013=100,25,units,0,v122665897,2.361,100.7,,,,1
Nov-19,Canada,2016A000011124,Other eye care goods (2013=100),2013=100,25,units,0,v122665898,2.362,104.3,,,,1
Nov-19,Canada,2016A000011124,Other health care goods,2002=100,17,units,0,v41691159,2.207,124.1,,,,1
Nov-19,Canada,2016A000011124,Health care services,2002=100,17,units,0,v41713464,2.311,171.8,,,,1
Nov-19,Canada,2016A000011124,Eye care services (200704=100),200704=100,19,units,0,v41693244,2.301,133.6,,,,1
Nov-19,Canada,2016A000011124,Dental care services,2002=100,17,units,0,v41691161,2.21,167,,,,1
Nov-19,Canada,2016A000011124,Other health care services,2002=100,17,units,0,v41691162,2.211,187.2,,,,1
Nov-19,Canada,2016A000011124,Personal care,2002=100,17,units,0,v41691163,2.212,125.6,,,,1
Nov-19,Canada,2016A000011124,Personal care supplies and equipment,2002=100,17,units,0,v41691164,2.213,106.9,,,,1
Nov-19,Canada,2016A000011124,Personal soap,2002=100,17,units,0,v41691165,2.214,113.5,,,,1
Nov-19,Canada,2016A000011124,Toiletry items and cosmetics,2002=100,17,units,0,v41691166,2.215,102.6,,,,1
Nov-19,Canada,2016A000011124,"Creams, lotions and cosmetics (2013=100)",2013=100,25,units,0,v122665899,2.363,100.6,,,,1
Nov-19,Canada,2016A000011124,Perfume and cologne (2013=100),2013=100,25,units,0,v122665900,2.364,96.4,,,,1
Nov-19,Canada,2016A000011124,Hair preparations and other toilet preparations (2013=100),2013=100,25,units,0,v122665901,2.365,101.1,,,,1
Nov-19,Canada,2016A000011124,Oral-hygiene products,2002=100,17,units,0,v41691167,2.216,130.8,,,,1
Nov-19,Canada,2016A000011124,Other personal care supplies and equipment,2002=100,17,units,0,v41691168,2.217,104.1,,,,1
Nov-19,Canada,2016A000011124,Personal care services,2002=100,17,units,0,v41691169,2.218,155,,,,1
Nov-19,Canada,2016A000011124,"Recreation, education and reading",2002=100,17,units,0,v41691170,2.219,114.5,,,,1
Nov-19,Canada,2016A000011124,Recreation,2002=100,17,units,0,v41691171,2.22,100.3,,,,1
Nov-19,Canada,2016A000011124,Recreational equipment and services (excluding recreational vehicles),2002=100,17,units,0,v41691172,2.221,52.6,,,,1
Nov-19,Canada,2016A000011124,Sporting and exercise equipment,2002=100,17,units,0,v41691173,2.222,83.8,,,,1
Nov-19,Canada,2016A000011124,"Toys, games (excluding video games) and hobby supplies",2002=100,17,units,0,v41713382,2.304,90.1,,,,1
Nov-19,Canada,2016A000011124,Digital computing equipment and devices,2002=100,17,units,0,v41691175,2.224,18.6,,,,1
Nov-19,Canada,2016A000011124,"Computer equipment, software and supplies (201104=100)",201104=100,22,units,0,v53996597,2.314,77.8,,,,1
Nov-19,Canada,2016A000011124,Multipurpose digital devices (201104=100),201104=100,22,units,0,v53996598,2.315,64.4,,,,1
Nov-19,Canada,2016A000011124,Photographic equipment and supplies,2002=100,17,units,0,v41713384,2.305,26.7,,,,1
Nov-19,Canada,2016A000011124,Other recreational equipment,2002=100,17,units,0,v41691178,2.227,79.6,,,,1
Nov-19,Canada,2016A000011124,Recreational services,2002=100,17,units,0,v41713386,2.306,128.8,,,,1
Nov-19,Canada,2016A000011124,Purchase and operation of recreational vehicles,2002=100,17,units,0,v41691179,2.228,136.3,,,,1
Nov-19,Canada,2016A000011124,Purchase of recreational vehicles and outboard motors,2002=100,17,units,0,v41691180,2.229,116,,,,1
Nov-19,Canada,2016A000011124,Operation of recreational vehicles,2002=100,17,units,0,v41691181,2.23,171.2,,,,1
Nov-19,Canada,2016A000011124,"Fuel, parts and accessories for recreational vehicles",2002=100,17,units,0,v41691182,2.231,165.6,,,,1
Nov-19,Canada,2016A000011124,"Insurance, licences and other services for recreational vehicles",2002=100,17,units,0,v41691183,2.232,170.8,,,,1
Nov-19,Canada,2016A000011124,"Home entertainment equipment, parts and services",2002=100,17,units,0,v41691184,2.233,46.6,,,,1
Nov-19,Canada,2016A000011124,Audio equipment,2002=100,17,units,0,v41691185,2.234,47.5,,,,1
Nov-19,Canada,2016A000011124,Video equipment,2002=100,17,units,0,v41691186,2.236,21.4,,,,1
Nov-19,Canada,2016A000011124,Purchase of digital media,2002=100,17,units,0,v41713390,2.308,74.5,,,,1
Nov-19,Canada,2016A000011124,Travel services,2002=100,17,units,0,v41691190,2.24,89.7,,,,1
Nov-19,Canada,2016A000011124,Traveller accommodation,2002=100,17,units,0,v41691191,2.241,80.3,,,,1
Nov-19,Canada,2016A000011124,Travel tours,2002=100,17,units,0,v41691192,2.242,95.3,,,,1
Nov-19,Canada,2016A000011124,Other cultural and recreational services,2002=100,17,units,0,v41691193,2.243,180.9,,,,1
Nov-19,Canada,2016A000011124,Spectator entertainment (excluding video and audio subscription services),2002=100,17,units,0,v41691194,2.244,153.1,,,,1
Nov-19,Canada,2016A000011124,Video and audio subscription services,2002=100,17,units,0,v41691195,2.245,211.8,,,,1
Nov-19,Canada,2016A000011124,Use of recreational facilities and services,2002=100,17,units,0,v41691196,2.246,158.2,,,,1
Nov-19,Canada,2016A000011124,Education and reading,2002=100,17,units,0,v41691197,2.247,163.3,,,,1
Nov-19,Canada,2016A000011124,Education,2002=100,17,units,0,v41691198,2.248,167.5,,,,1
Nov-19,Canada,2016A000011124,Tuition fees,2002=100,17,units,0,v41691199,2.249,175.4,,,,1
Nov-19,Canada,2016A000011124,School textbooks and supplies,2002=100,17,units,0,v41691200,2.25,148.7,,,,1
Nov-19,Canada,2016A000011124,"Other lessons, courses and education services",2002=100,17,units,0,v41691201,2.251,147.5,,,,1
Nov-19,Canada,2016A000011124,Reading material (excluding textbooks),2002=100,17,units,0,v41691202,2.252,154.1,,,,1
Nov-19,Canada,2016A000011124,Newspapers,2002=100,17,units,0,v41691203,2.253,190.6,,,,1
Nov-19,Canada,2016A000011124,Magazines and periodicals,2002=100,17,units,0,v41691204,2.254,152.9,,,,1
Nov-19,Canada,2016A000011124,Books and reading material (excluding textbooks),2002=100,17,units,0,v41691205,2.255,121.9,,,,1
Nov-19,Canada,2016A000011124,"Alcoholic beverages, tobacco products and recreational cannabis",2002=100,17,units,0,v41691206,2.256,172,,,,1
Nov-19,Canada,2016A000011124,Alcoholic beverages,2002=100,17,units,0,v41691207,2.257,131.5,,,,1
Nov-19,Canada,2016A000011124,Alcoholic beverages served in licensed establishments,2002=100,17,units,0,v41691208,2.258,147.8,,,,1
Nov-19,Canada,2016A000011124,Beer served in licensed establishments,2002=100,17,units,0,v41691209,2.259,154.9,,,,1
Nov-19,Canada,2016A000011124,Wine served in licensed establishments,2002=100,17,units,0,v41691210,2.26,129.3,,,,1
Nov-19,Canada,2016A000011124,Liquor served in licensed establishments,2002=100,17,units,0,v41691211,2.261,150,,,,1
Nov-19,Canada,2016A000011124,Alcoholic beverages purchased from stores,2002=100,17,units,0,v41691212,2.262,124.3,,,,1
Nov-19,Canada,2016A000011124,Beer purchased from stores,2002=100,17,units,0,v41691213,2.263,133.5,,,,1
Nov-19,Canada,2016A000011124,Wine purchased from stores,2002=100,17,units,0,v41691214,2.264,111.4,,,,1
Nov-19,Canada,2016A000011124,Liquor purchased from stores,2002=100,17,units,0,v41691215,2.265,122.3,,,,1
Nov-19,Canada,2016A000011124,Tobacco products and smokers' supplies,2002=100,17,units,0,v41691216,2.266,235.3,,,,1
Nov-19,Canada,2016A000011124,Cigarettes,2002=100,17,units,0,v41691217,2.267,235.1,,,,1
Nov-19,Canada,2016A000011124,Other tobacco products and smokers' supplies,2002=100,17,units,0,v41691218,2.268,239.7,,,,1
Nov-19,Canada,2016A000011124,Recreational cannabis,201812=100,388,units,0,v1043024072,2.367,97.3,,,,1
Nov-19,Canada,2016A000011124,All-items excluding food,2002=100,17,units,0,v41691232,2.284,133.6,,,,1
Nov-19,Canada,2016A000011124,All-items excluding food and energy,2002=100,17,units,0,v41691233,2.285,131,,,,1
Nov-19,Canada,2016A000011124,All-items excluding mortgage interest cost,2002=100,17,units,0,v41691240,2.289,137.7,,,,1
Nov-19,Canada,2016A000011124,"All-items excluding alcoholic beverages, tobacco products and smokers' supplies and recreational cannabis",2002=100,17,units,0,v41691241,2.29,135.3,,,,1
Nov-19,Canada,2016A000011124,All-items excluding alcoholic beverages and recreational cannabis,2002=100,17,units,0,v41691242,2.291,136.6,,,,1
Nov-19,Canada,2016A000011124,All-items excluding tobacco products and smokers' supplies and recreational cannabis,2002=100,17,units,0,v41691243,2.292,135.2,,,,1
Nov-19,Canada,2016A000011124,All-items excluding shelter,2002=100,17,units,0,v41691234,2.293,132.9,,,,1
Nov-19,Canada,2016A000011124,All-items excluding energy,2002=100,17,units,0,v41691238,2.287,134.6,,,,1
Nov-19,Canada,2016A000011124,All-items excluding gasoline,2002=100,17,units,0,v41693245,2.302,135.2,,,,1
Nov-19,Canada,2016A000011124,Private transportation excluding gasoline,2002=100,17,units,0,v43972163,2.312,130.4,,,,1
Nov-19,Canada,2016A000011124,Food and energy,2002=100,17,units,0,v41691237,2.286,153.1,,,,1
Nov-19,Canada,2016A000011124,Fresh fruit and vegetables,2002=100,17,units,0,v41691235,2.294,145.8,,,,1
Nov-19,Canada,2016A000011124,Energy,2002=100,17,units,0,v41691239,2.288,158.1,,,,1
Nov-19,Canada,2016A000011124,Goods,2002=100,17,units,0,v41691222,2.274,123.3,,,,1
Nov-19,Canada,2016A000011124,Durable goods,2002=100,17,units,0,v41691223,2.275,91.9,,,,1
Nov-19,Canada,2016A000011124,Semi-durable goods,2002=100,17,units,0,v41691224,2.276,100.2,,,,1
Nov-19,Canada,2016A000011124,Non-durable goods,2002=100,17,units,0,v41691225,2.277,148.1,,,,1
Nov-19,Canada,2016A000011124,Non-durable goods excluding food purchased from stores,2002=100,17,units,0,v41691226,2.278,148.1,,,,1
Nov-19,Canada,2016A000011124,Non-durable goods excluding food purchased from stores and energy,2002=100,17,units,0,v41691227,2.279,137.9,,,,1
Nov-19,Canada,2016A000011124,Goods excluding food purchased from stores,2002=100,17,units,0,v41691228,2.28,116,,,,1
Nov-19,Canada,2016A000011124,Goods excluding food purchased from stores and energy,2002=100,17,units,0,v41691229,2.281,104.9,,,,1
Nov-19,Canada,2016A000011124,Services,2002=100,17,units,0,v41691230,2.282,149.4,,,,1
Nov-19,Canada,2016A000011124,Services excluding shelter services,2002=100,17,units,0,v41691231,2.283,152.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,All-items,2002=100,17,units,0,v41691244,3.2,139.9,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Food,2002=100,17,units,0,v41691245,3.3,148.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Food purchased from stores,2002=100,17,units,0,v41691246,3.4,144.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Meat,2002=100,17,units,0,v41691247,3.5,156.2,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh or frozen meat (excluding poultry),2002=100,17,units,0,v41691248,3.6,145,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh or frozen beef,2002=100,17,units,0,v41691249,3.7,168.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh or frozen pork,2002=100,17,units,0,v41691250,3.8,104.2,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh or frozen poultry,2002=100,17,units,0,v41691251,3.1,162.4,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh or frozen chicken,2002=100,17,units,0,v41691252,3.11,146.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Processed meat,2002=100,17,units,0,v41691253,3.13,166.1,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,"Fish, seafood and other marine products",2002=100,17,units,0,v41691254,3.16,146.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fish,2002=100,17,units,0,v41691255,3.17,150.2,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Dairy products and eggs,2002=100,17,units,0,v41691256,3.21,129.6,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Dairy products,2002=100,17,units,0,v41691257,3.22,126.2,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh milk,2002=100,17,units,0,v41691258,3.23,125.7,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Butter,2002=100,17,units,0,v41691259,3.24,135,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Cheese,2002=100,17,units,0,v41691260,3.25,121.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Eggs,2002=100,17,units,0,v41691261,3.28,162.9,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Bakery and cereal products (excluding baby food),2002=100,17,units,0,v41691262,3.29,179.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Bakery products,2002=100,17,units,0,v41691263,3.3,200.1,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Cereal products (excluding baby food),2002=100,17,units,0,v41691264,3.34,146.6,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,"Fruit, fruit preparations and nuts",2002=100,17,units,0,v41691265,3.39,125.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh fruit,2002=100,17,units,0,v41691266,3.4,121.4,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Preserved fruit and fruit preparations,2002=100,17,units,0,v41691267,3.45,128.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Vegetables and vegetable preparations,2002=100,17,units,0,v41691268,3.49,121.2,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fresh vegetables,2002=100,17,units,0,v41691269,3.5,114.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Preserved vegetables and vegetable preparations,2002=100,17,units,0,v41691270,3.55,140.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Other food products and non-alcoholic beverages,2002=100,17,units,0,v41691271,3.58,139,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Sugar and confectionery,2002=100,17,units,0,v41691272,3.59,162.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Edible fats and oils,2002=100,17,units,0,v41691273,3.62,180.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Coffee and tea,2002=100,17,units,0,v41691274,3.65,136.7,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Non-alcoholic beverages,2002=100,17,units,0,v41691275,3.74,108.1,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Food purchased from restaurants,2002=100,17,units,0,v41691276,3.75,165.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Shelter,2002=100,17,units,0,v41691277,3.79,166.1,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Rented accommodation,2002=100,17,units,0,v41691278,3.8,125.9,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Rent,2002=100,17,units,0,v41691279,3.81,125.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Owned accommodation,2002=100,17,units,0,v41691280,3.84,161.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Homeowners' replacement cost,2002=100,17,units,0,v41691281,3.86,181.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Property taxes and other special charges,2002=100,17,units,0,v41691282,3.87,161.6,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Homeowners' home and mortgage insurance,2002=100,17,units,0,v41691283,3.88,215.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Homeowners' maintenance and repairs,2002=100,17,units,0,v41691284,3.89,178.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,"Water, fuel and electricity",2002=100,17,units,0,v41691285,3.91,196.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Electricity,2002=100,17,units,0,v41691286,3.92,178.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Water,2002=100,17,units,0,v41691287,3.93,212.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Fuel oil and other fuels,2002=100,17,units,0,v41691288,3.95,222.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691289,3.96,121.8,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Household operations,2002=100,17,units,0,v41691290,3.97,138.5,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Communications,2002=100,17,units,0,v41691291,3.98,125.6,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Telephone services,2002=100,17,units,0,v41691292,3.99,130.3,,,,1
Nov-19,Newfoundland and Labrador,2016A000210,Internet access services (200212=100),200212=100,16,units,0,v41693217,3.297,103.8,,,,1
